,Record Date,Exchange Rate,Effective Date,Country,Currency,Country Name,Country Code,GDPGrowth,Year
7398,12/31/12,30.45,20121231,Mauritius,Rupee,Mauritius,480,3.496118365,2012
7399,3/31/12,12.755,20120331,Mexico,Peso,Mexico,484,3.55321075,2012
7400,6/30/12,14.11,20120630,Mexico,Peso,Mexico,484,3.55321075,2012
7401,9/30/12,12.82,20120930,Mexico,Peso,Mexico,484,3.55321075,2012
7402,12/31/12,13.04,20121231,Mexico,Peso,Mexico,484,3.55321075,2012
7403,3/31/12,1.0,20120331,Micronesia,U.S. Dollar,Micronesia,583,-1.866819755,2012
7404,6/30/12,1.0,20120630,Micronesia,U.S. Dollar,Micronesia,583,-1.866819755,2012
7405,9/30/12,1.0,20120930,Micronesia,U.S. Dollar,Micronesia,583,-1.866819755,2012
7406,12/31/12,1.0,20121231,Micronesia,U.S. Dollar,Micronesia,583,-1.866819755,2012
7407,3/31/12,11.782,20120331,Moldova,LEU,Moldova,498,-0.589733955,2012
7408,6/30/12,12.01,20120630,Moldova,LEU,Moldova,498,-0.589733955,2012
7409,9/30/12,12.36,20120930,Moldova,LEU,Moldova,498,-0.589733955,2012
7410,12/31/12,12.063,20121231,Moldova,LEU,Moldova,498,-0.589733955,2012
7411,3/31/12,1328.04,20120331,Mongolia,Tugrik,Mongolia,496,12.31981985,2012
7412,6/30/12,1320.65,20120630,Mongolia,Tugrik,Mongolia,496,12.31981985,2012
7413,9/30/12,1402.62,20120930,Mongolia,Tugrik,Mongolia,496,12.31981985,2012
7414,12/31/12,1394.31,20121231,Mongolia,Tugrik,Mongolia,496,12.31981985,2012
7415,3/31/12,8.442,20120331,Morocco,Dirham,Morocco,504,3.062343685,2012
7416,6/30/12,8.87,20120630,Morocco,Dirham,Morocco,504,3.062343685,2012
7417,9/30/12,8.635,20120930,Morocco,Dirham,Morocco,504,3.062343685,2012
7418,12/31/12,8.434,20121231,Morocco,Dirham,Morocco,504,3.062343685,2012
7419,3/31/12,27.45,20120331,Mozambique,Metical,Mozambique,508,7.994503161,2012
7420,6/30/12,27.3,20120630,Mozambique,Metical,Mozambique,508,7.994503161,2012
7421,9/30/12,28.25,20120930,Mozambique,Meticais,Mozambique,508,7.994503161,2012
7422,9/30/12,0.773,20120930,Mozambique,Metical,Mozambique,508,7.994503161,2012
7423,12/31/12,29.6,20121231,Mozambique,Meticais,Mozambique,508,7.994503161,2012
7424,12/31/12,0.759,20121231,Mozambique,Metical,Mozambique,508,7.994503161,2012
7425,3/31/12,81.6,20120331,Nepal,Rupee,Nepal,524,4.670141924,2012
7426,6/30/12,89.95,20120630,Nepal,Rupee,Nepal,524,4.670141924,2012
7427,9/30/12,84.05,20120930,Nepal,Rupee,Nepal,524,4.670141924,2012
7428,12/31/12,87.3,20121231,Nepal,Rupee,Nepal,524,4.670141924,2012
7429,3/31/12,1.216,20120331,New Zealand,Dollar,New Zealand,554,2.273031482,2012
7430,6/30/12,1.32,20120630,New Zealand,Dollar,New Zealand,554,2.273031482,2012
7431,9/30/12,1.2,20120930,New Zealand,Dollar,New Zealand,554,2.273031482,2012
7432,12/31/12,1.216,20121231,New Zealand,Dollar,New Zealand,554,2.273031482,2012
7433,3/31/12,23.26,20120331,Nicaragua,Cordoba,Nicaragua,558,6.495979229,2012
7434,6/30/12,23.31,20120630,Nicaragua,Cordoba,Nicaragua,558,6.495979229,2012
7435,9/30/12,23.79,20120930,Nicaragua,Cordoba,Nicaragua,558,6.495979229,2012
7436,12/31/12,24.1,20121231,Nicaragua,Cordoba,Nicaragua,558,6.495979229,2012
7437,3/31/12,491.39,20120331,Niger,CFA Franc,Niger,562,10.54894458,2012
7438,6/30/12,528.7,20120630,Niger,CFA Franc,Niger,562,10.54894458,2012
7439,9/30/12,506.57,20120930,Niger,CFA Franc,Niger,562,10.54894458,2012
7440,12/31/12,496.0,20121231,Niger,CFA Franc,Niger,562,10.54894458,2012
7441,3/31/12,157.65,20120331,Nigeria,Naira,Nigeria,566,4.230061175,2012
7442,6/30/12,159.9,20120630,Nigeria,Naira,Nigeria,566,4.230061175,2012
7443,9/30/12,157.2,20120930,Nigeria,Naira,Nigeria,566,4.230061175,2012
7444,12/31/12,156.1,20121231,Nigeria,Naira,Nigeria,566,4.230061175,2012
7445,3/31/12,5.691,20120331,Norway,Krone,Norway,578,2.717959267,2012
7446,6/30/12,6.06,20120630,Norway,Krone,Norway,578,2.717959267,2012
7447,9/30/12,5.689,20120930,Norway,Krone,Norway,578,2.717959267,2012
7448,12/31/12,5.584,20121231,Norway,Krone,Norway,578,2.717959267,2012
7449,3/31/12,0.385,20120331,Oman,Rial,Oman,512,8.863122256,2012
7450,6/30/12,0.39,20120630,Oman,Rial,Oman,512,8.863122256,2012
7451,9/30/12,0.385,20120930,Oman,Rial,Oman,512,8.863122256,2012
7452,12/31/12,0.385,20121231,Oman,Rial,Oman,512,8.863122256,2012
7453,3/31/12,90.54,20120331,Pakistan,Rupee,Pakistan,586,3.027583911,2012
7454,6/30/12,93.55,20120630,Pakistan,Rupee,Pakistan,586,3.027583911,2012
7455,9/30/12,94.75,20120930,Pakistan,Rupee,Pakistan,586,3.027583911,2012
7456,12/31/12,97.18,20121231,Pakistan,Rupee,Pakistan,586,3.027583911,2012
7457,3/31/12,1.0,20120331,Panama,Balboa,Panama,591,9.778490111,2012
7458,6/30/12,1.0,20120630,Panama,Balboa,Panama,591,9.778490111,2012
7459,9/30/12,1.0,20120930,Panama,Balboa,Panama,591,9.778490111,2012
7460,12/31/12,1.0,20121231,Panama,Balboa,Panama,591,9.778490111,2012
7461,3/31/12,1.988,20120331,Papua New Guinea,Kina,Papua New Guinea,598,4.657119597,2012
7462,6/30/12,1.95,20120630,Papua New Guinea,Kina,Papua New Guinea,598,4.657119597,2012
7463,9/30/12,1.945,20120930,Papua New Guinea,Kina,Papua New Guinea,598,4.657119597,2012
7464,12/31/12,1.944,20121231,Papua New Guinea,Kina,Papua New Guinea,598,4.657119597,2012
7465,3/31/12,4280.0,20120331,Paraguay,Guarani,Paraguay,600,-0.708043112,2012
7466,6/30/12,4500.0,20120630,Paraguay,Guarani,Paraguay,600,-0.708043112,2012
7467,9/30/12,4430.0,20120930,Paraguay,Guarani,Paraguay,600,-0.708043112,2012
7468,12/31/12,4245.0,20121231,Paraguay,Guarani,Paraguay,600,-0.708043112,2012
7469,3/31/12,2.67,20120331,Peru,Sol,Peru,604,6.139724706,2012
7470,6/30/12,2.7,20120630,Peru,Sol,Peru,604,6.139724706,2012
7471,9/30/12,2.59,20120930,Peru,Sol,Peru,604,6.139724706,2012
7472,12/31/12,2.55,20121231,Peru,Sol,Peru,604,6.139724706,2012
7473,3/31/12,42.92,20120331,Philippines,Peso,Philippines,608,6.896951708,2012
7474,6/30/12,43.49,20120630,Philippines,Peso,Philippines,608,6.896951708,2012
7475,9/30/12,41.715,20120930,Philippines,Peso,Philippines,608,6.896951708,2012
7476,12/31/12,41.04,20121231,Philippines,Peso,Philippines,608,6.896951708,2012
7477,3/31/12,3.111,20120331,Poland,Zloty,Poland,616,1.545221571,2012
7478,6/30/12,3.54,20120630,Poland,Zloty,Poland,616,1.545221571,2012
7479,9/30/12,3.175,20120930,Poland,Zloty,Poland,616,1.545221571,2012
7480,12/31/12,3.104,20121231,Poland,Zloty,Poland,616,1.545221571,2012
7481,3/31/12,0.749,20120331,Portugal,Euro,Portugal,620,-4.057293608,2012
7482,6/30/12,0.81,20120630,Portugal,Euro,Portugal,620,-4.057293608,2012
7483,9/30/12,0.773,20120930,Portugal,Euro,Portugal,620,-4.057293608,2012
7484,12/31/12,0.759,20121231,Portugal,Euro,Portugal,620,-4.057293608,2012
7485,3/31/12,3.641,20120331,Qatar,Riyal,Qatar,634,4.730011844,2012
7486,6/30/12,3.64,20120630,Qatar,Riyal,Qatar,634,4.730011844,2012
7487,9/30/12,3.641,20120930,Qatar,Riyal,Qatar,634,4.730011844,2012
7488,12/31/12,3.64,20121231,Qatar,Riyal,Qatar,634,4.730011844,2012
7489,3/31/12,45.6,20120331,Rep. of N Macedonia,Dinar,Rep. of N Macedonia,807,-0.456183224,2012
7490,6/30/12,48.6,20120630,Rep. of N Macedonia,Dinar,Rep. of N Macedonia,807,-0.456183224,2012
7491,9/30/12,46.0,20120930,Rep. of N Macedonia,Dinar,Rep. of N Macedonia,807,-0.456183224,2012
7492,12/31/12,45.4,20121231,Rep. of N Macedonia,Dinar,Rep. of N Macedonia,807,-0.456183224,2012
7493,3/31/12,3.281,20120331,Romania,New Leu,Romania,642,1.924993262,2012
7494,6/30/12,3.6,20120630,Romania,New Leu,Romania,642,1.924993262,2012
7495,9/30/12,3.502,20120930,Romania,New Leu,Romania,642,1.924993262,2012
7496,12/31/12,3.366,20121231,Romania,New Leu,Romania,642,1.924993262,2012
7497,3/31/12,29.348,20120331,Russia,Ruble,Russia,643,4.024086157,2012
7498,6/30/12,33.16,20120630,Russia,Ruble,Russia,643,4.024086157,2012
7499,9/30/12,30.984,20120930,Russia,Ruble,Russia,643,4.024086157,2012
7500,12/31/12,30.523,20121231,Russia,Ruble,Russia,643,4.024086157,2012
7501,3/31/12,605.71,20120331,Rwanda,Franc,Rwanda,646,8.641513397,2012
7502,6/30/12,607.54,20120630,Rwanda,Franc,Rwanda,646,8.641513397,2012
7503,9/30/12,620.89,20120930,Rwanda,Franc,Rwanda,646,8.641513397,2012
7504,12/31/12,630.03,20121231,Rwanda,Franc,Rwanda,646,8.641513397,2012
7505,3/31/12,3.75,20120331,Saudi Arabia,Riyal,Saudi Arabia,682,5.427394266,2012
7506,6/30/12,3.75,20120630,Saudi Arabia,Riyal,Saudi Arabia,682,5.427394266,2012
7507,9/30/12,3.75,20120930,Saudi Arabia,Riyal,Saudi Arabia,682,5.427394266,2012
7508,12/31/12,3.75,20121231,Saudi Arabia,Riyal,Saudi Arabia,682,5.427394266,2012
7509,3/31/12,491.39,20120331,Senegal,CFA Franc,Senegal,686,4.002995551,2012
7510,6/30/12,528.7,20120630,Senegal,CFA Franc,Senegal,686,4.002995551,2012
7511,9/30/12,506.57,20120930,Senegal,CFA Franc,Senegal,686,4.002995551,2012
7512,12/31/12,496.0,20121231,Senegal,CFA Franc,Senegal,686,4.002995551,2012
7513,3/31/12,83.31,20120331,Serbia,Dinar,Serbia,688,-0.681542369,2012
7514,6/30/12,92.15,20120630,Serbia,Dinar,Serbia,688,-0.681542369,2012
7515,9/30/12,88.94,20120930,Serbia,Dinar,Serbia,688,-0.681542369,2012
7516,12/31/12,86.18,20121231,Serbia,Dinar,Serbia,688,-0.681542369,2012
7517,3/31/12,13.881,20120331,Seychelles,Rupee,Seychelles,690,3.110678494,2012
7518,6/30/12,14.15,20120630,Seychelles,Rupee,Seychelles,690,3.110678494,2012
7519,9/30/12,12.888,20120930,Seychelles,Rupee,Seychelles,690,3.110678494,2012
7520,12/31/12,12.958,20121231,Seychelles,Rupee,Seychelles,690,3.110678494,2012
7521,3/31/12,4353.0,20120331,Sierra Leone,Leone,Sierra Leone,694,15.20174827,2012
7522,6/30/12,4323.0,20120630,Sierra Leone,Leone,Sierra Leone,694,15.20174827,2012
7523,9/30/12,4325.0,20120930,Sierra Leone,Leone,Sierra Leone,694,15.20174827,2012
7524,12/31/12,4317.0,20121231,Sierra Leone,Leone,Sierra Leone,694,15.20174827,2012
7525,3/31/12,1.257,20120331,Singapore,Dollar,Singapore,702,4.435497594,2012
7526,6/30/12,1.29,20120630,Singapore,Dollar,Singapore,702,4.435497594,2012
7527,9/30/12,1.225,20120930,Singapore,Dollar,Singapore,702,4.435497594,2012
7528,12/31/12,1.222,20121231,Singapore,Dollar,Singapore,702,4.435497594,2012
7529,3/31/12,0.749,20120331,Slovenia,Euro,Slovenia,705,-2.639438757,2012
7530,3/31/12,0.009,20120331,Slovenia,Tolars,Slovenia,705,-2.639438757,2012
7531,6/30/12,0.81,20120630,Slovenia,Euro,Slovenia,705,-2.639438757,2012
7532,6/30/12,0.009,20120630,Slovenia,Tolars,Slovenia,705,-2.639438757,2012
7533,9/30/12,0.773,20120930,Slovenia,Euro,Slovenia,705,-2.639438757,2012
7534,9/30/12,0.009,20120930,Slovenia,Tolars,Slovenia,705,-2.639438757,2012
7535,12/31/12,0.759,20121231,Slovenia,Euro,Slovenia,705,-2.639438757,2012
7536,12/31/12,0.009,20121231,Slovenia,Tolars,Slovenia,705,-2.639438757,2012
7537,3/31/12,6.757,20120331,Solomon Islands,Dollar,Solomon Islands,90,2.466001387,2012
7538,6/30/12,6.63,20120630,Solomon Islands,Dollar,Solomon Islands,90,2.466001387,2012
7539,9/30/12,6.873,20120930,Solomon Islands,Dollar,Solomon Islands,90,2.466001387,2012
7540,12/31/12,7.321,20121231,Solomon Islands,Dollar,Solomon Islands,90,2.466001387,2012
7541,3/31/12,7.658,20120331,South Africa,Rand,South Africa,710,2.396232385,2012
7542,6/30/12,8.49,20120630,South Africa,Rand,South Africa,710,2.396232385,2012
7543,9/30/12,8.245,20120930,South Africa,Rand,South Africa,710,2.396232385,2012
7544,12/31/12,8.485,20121231,South Africa,Rand,South Africa,710,2.396232385,2012
7545,3/31/12,0.749,20120331,Spain,Euro,Spain,724,-2.958922132,2012
7546,6/30/12,0.81,20120630,Spain,Euro,Spain,724,-2.958922132,2012
7547,9/30/12,0.773,20120930,Spain,Euro,Spain,724,-2.958922132,2012
7548,12/31/12,0.759,20121231,Spain,Euro,Spain,724,-2.958922132,2012
7549,3/31/12,128.0,20120331,Sri Lanka,Rupee,Sri Lanka,144,8.63218138,2012
7550,6/30/12,131.9,20120630,Sri Lanka,Rupee,Sri Lanka,144,8.63218138,2012
7551,9/30/12,129.3,20120930,Sri Lanka,Rupee,Sri Lanka,144,8.63218138,2012
7552,12/31/12,127.5,20121231,Sri Lanka,Rupee,Sri Lanka,144,8.63218138,2012
7553,3/31/12,2.7,20120331,St. Lucia,E. Caribbean Dollar,St. Lucia,662,-0.108756148,2012
7554,6/30/12,2.7,20120630,St. Lucia,E. Caribbean Dollar,St. Lucia,662,-0.108756148,2012
7555,9/30/12,2.7,20120930,St. Lucia,E. Caribbean Dollar,St. Lucia,662,-0.108756148,2012
7556,12/31/12,2.7,20121231,St. Lucia,E. Caribbean Dollar,St. Lucia,662,-0.108756148,2012
7557,3/31/12,2.9,20120331,Sudan,Dinar,Sudan,736,-17.0046884,2012
7558,6/30/12,2.9,20120630,Sudan,Dinar,Sudan,736,-17.0046884,2012
7559,9/30/12,5.8,20120930,Sudan,Dinar,Sudan,736,-17.0046884,2012
7560,12/31/12,5.9,20121231,Sudan,Dinar,Sudan,736,-17.0046884,2012
7561,3/31/12,3.35,20120331,Suriname,Guilder,Suriname,740,2.690349747,2012
7562,6/30/12,3.35,20120630,Suriname,Guilder,Suriname,740,2.690349747,2012
7563,9/30/12,3.35,20120930,Suriname,Guilder,Suriname,740,2.690349747,2012
7564,12/31/12,3.35,20121231,Suriname,Guilder,Suriname,740,2.690349747,2012
7565,3/31/12,6.616,20120331,Sweden,Krona,Sweden,752,-0.588304569,2012
7566,6/30/12,7.23,20120630,Sweden,Krona,Sweden,752,-0.588304569,2012
7567,9/30/12,6.52,20120930,Sweden,Krona,Sweden,752,-0.588304569,2012
7568,12/31/12,6.512,20121231,Sweden,Krona,Sweden,752,-0.588304569,2012
7569,3/31/12,0.902,20120331,Switzerland,Franc,Switzerland,756,1.179253833,2012
7570,6/30/12,0.97,20120630,Switzerland,Franc,Switzerland,756,1.179253833,2012
7571,9/30/12,0.935,20120930,Switzerland,Franc,Switzerland,756,1.179253833,2012
7572,12/31/12,0.916,20121231,Switzerland,Franc,Switzerland,756,1.179253833,2012
7573,3/31/12,70.75,20120331,Syria,Pound,Syria,760,-26.33901708,2012
7574,6/30/12,68.0,20120630,Syria,Pound,Syria,760,-26.33901708,2012
7575,9/30/12,63.0,20120930,Syria,Pound,Syria,760,-26.33901708,2012
7576,12/31/12,63.0,20121231,Syria,Pound,Syria,760,-26.33901708,2012
7577,3/31/12,4.758,20120331,Tajikistan,Somoni,Tajikistan,762,7.499999463,2012
7578,6/30/12,4.76,20120630,Tajikistan,Somoni,Tajikistan,762,7.499999463,2012
7579,9/30/12,4.765,20120930,Tajikistan,Somoni,Tajikistan,762,7.499999463,2012
7580,12/31/12,4.76,20121231,Tajikistan,Somoni,Tajikistan,762,7.499999463,2012
7581,3/31/12,1588.0,20120331,Tanzania,Shilling,Tanzania,834,4.50015356,2012
7582,6/30/12,1582.0,20120630,Tanzania,Shilling,Tanzania,834,4.50015356,2012
7583,9/30/12,1569.0,20120930,Tanzania,Shilling,Tanzania,834,4.50015356,2012
7584,12/31/12,1580.0,20121231,Tanzania,Shilling,Tanzania,834,4.50015356,2012
7585,3/31/12,30.84,20120331,Thailand,Baht,Thailand,764,7.242796202,2012
7586,6/30/12,31.83,20120630,Thailand,Baht,Thailand,764,7.242796202,2012
7587,9/30/12,30.76,20120930,Thailand,Baht,Thailand,764,7.242796202,2012
7588,12/31/12,30.58,20121231,Thailand,Baht,Thailand,764,7.242796202,2012
7589,3/31/12,491.39,20120331,Togo,CFA Franc,Togo,768,6.30269542,2012
7590,6/30/12,528.7,20120630,Togo,CFA Franc,Togo,768,6.30269542,2012
7591,9/30/12,506.57,20120930,Togo,CFA Franc,Togo,768,6.30269542,2012
7592,12/31/12,496.0,20121231,Togo,CFA Franc,Togo,768,6.30269542,2012
7593,3/31/12,1.558,20120331,Tonga,Pa'anga,Tonga,776,0.823102718,2012
7594,6/30/12,1.67,20120630,Tonga,Pa'anga,Tonga,776,0.823102718,2012
7595,9/30/12,1.662,20120930,Tonga,Pa'anga,Tonga,776,0.823102718,2012
7596,12/31/12,1.657,20121231,Tonga,Pa'anga,Tonga,776,0.823102718,2012
7597,3/31/12,6.37,20120331,Trinidad & Tobago,Dollar,Trinidad & Tobago,780,7.44666581,2012
7598,6/30/12,6.35,20120630,Trinidad & Tobago,Dollar,Trinidad & Tobago,780,7.44666581,2012
7599,9/30/12,6.35,20120930,Trinidad & Tobago,Dollar,Trinidad & Tobago,780,7.44666581,2012
7600,12/31/12,6.35,20121231,Trinidad & Tobago,Dollar,Trinidad & Tobago,780,7.44666581,2012
7601,3/31/12,1.506,20120331,Tunisia,Dinar,Tunisia,788,4.216677115,2012
7602,6/30/12,1.61,20120630,Tunisia,Dinar,Tunisia,788,4.216677115,2012
7603,9/30/12,1.567,20120930,Tunisia,Dinar,Tunisia,788,4.216677115,2012
7604,12/31/12,1.55,20121231,Tunisia,Dinar,Tunisia,788,4.216677115,2012
7605,3/31/12,1.781,20120331,Turkey,New Lira,Turkey,792,4.788492711,2012
7606,6/30/12,1.85,20120630,Turkey,New Lira,Turkey,792,4.788492711,2012
7607,9/30/12,1.794,20120930,Turkey,New Lira,Turkey,792,4.788492711,2012
7608,12/31/12,1.786,20121231,Turkey,New Lira,Turkey,792,4.788492711,2012
7609,3/31/12,2.843,20120331,Turkmenistan,New Manat,Turkmenistan,795,11.09999996,2012
7610,6/30/12,2.84,20120630,Turkmenistan,New Manat,Turkmenistan,795,11.09999996,2012
7611,9/30/12,2.843,20120930,Turkmenistan,New Manat,Turkmenistan,795,11.09999996,2012
7612,12/31/12,2.843,20121231,Turkmenistan,New Manat,Turkmenistan,795,11.09999996,2012
7613,3/31/12,2515.0,20120331,Uganda,Shilling,Uganda,800,3.837455606,2012
7614,6/30/12,2480.0,20120630,Uganda,Shilling,Uganda,800,3.837455606,2012
7615,9/30/12,2550.0,20120930,Uganda,Shilling,Uganda,800,3.837455606,2012
7616,12/31/12,2686.0,20121231,Uganda,Shilling,Uganda,800,3.837455606,2012
7617,3/31/12,8.033,20120331,Ukraine,Hryvnia,Ukraine,804,0.152314967,2012
7618,6/30/12,8.08,20120630,Ukraine,Hryvnia,Ukraine,804,0.152314967,2012
7619,9/30/12,8.147,20120930,Ukraine,Hryvnia,Ukraine,804,0.152314967,2012
7620,12/31/12,8.04,20121231,Ukraine,Hryvnia,Ukraine,804,0.152314967,2012
7621,3/31/12,3.673,20120331,United Arab Emirates,Dirham,United Arab Emirates,784,1.824480789,2012
7622,6/30/12,3.67,20120630,United Arab Emirates,Dirham,United Arab Emirates,784,1.824480789,2012
7623,9/30/12,3.673,20120930,United Arab Emirates,Dirham,United Arab Emirates,784,1.824480789,2012
7624,12/31/12,3.673,20121231,United Arab Emirates,Dirham,United Arab Emirates,784,1.824480789,2012
7625,3/31/12,0.625,20120331,United Kingdom,Pound,United Kingdom,826,1.512936749,2012
7626,6/30/12,0.65,20120630,United Kingdom,Pound,United Kingdom,826,1.512936749,2012
7627,9/30/12,0.617,20120930,United Kingdom,Pound,United Kingdom,826,1.512936749,2012
7628,12/31/12,0.618,20121231,United Kingdom,Pound,United Kingdom,826,1.512936749,2012
7629,3/31/12,19.3,20120331,Uruguay,Peso,Uruguay,858,3.538178721,2012
7630,6/30/12,20.45,20120630,Uruguay,Peso,Uruguay,858,3.538178721,2012
7631,9/30/12,21.0,20120930,Uruguay,Peso,Uruguay,858,3.538178721,2012
7632,12/31/12,19.05,20121231,Uruguay,Peso,Uruguay,858,3.538178721,2012
7633,3/31/12,1865.0,20120331,Uzbekistan,Som,Uzbekistan,860,7.102444888,2012
7634,6/30/12,1898.0,20120630,Uzbekistan,Som,Uzbekistan,860,7.102444888,2012
7635,9/30/12,1966.0,20120930,Uzbekistan,Som,Uzbekistan,860,7.102444888,2012
7636,12/31/12,2014.0,20121231,Uzbekistan,Som,Uzbekistan,860,7.102444888,2012
7637,3/31/12,89.51,20120331,Vanuatu,Vatu,Vanuatu,548,1.010047687,2012
7638,6/30/12,95.0,20120630,Vanuatu,Vatu,Vanuatu,548,1.010047687,2012
7639,9/30/12,90.26,20120930,Vanuatu,Vatu,Vanuatu,548,1.010047687,2012
7640,12/31/12,90.1,20121231,Vanuatu,Vatu,Vanuatu,548,1.010047687,2012
7641,3/31/12,4.3,20120331,Venezuela,Soberano (OLD),Venezuela,862,5.625956975,2012
7642,6/30/12,4.3,20120630,Venezuela,Soberano (OLD),Venezuela,862,5.625956975,2012
7643,9/30/12,4.3,20120930,Venezuela,Soberano (OLD),Venezuela,862,5.625956975,2012
7644,12/31/12,4.3,20121231,Venezuela,Soberano (OLD),Venezuela,862,5.625956975,2012
7645,3/31/12,21000.0,20120331,Vietnam,Dong,Vietnam,704,5.504544704,2012
7646,6/30/12,21000.0,20120630,Vietnam,Dong,Vietnam,704,5.504544704,2012
7647,9/30/12,21000.0,20120930,Vietnam,Dong,Vietnam,704,5.504544704,2012
7648,12/31/12,21000.0,20121231,Vietnam,Dong,Vietnam,704,5.504544704,2012
7649,3/31/12,5270.0,20120331,Zambia,Kwacha,Zambia,894,7.597593211,2012
7650,6/30/12,5335.0,20120630,Zambia,Kwacha,Zambia,894,7.597593211,2012
7651,9/30/12,5080.0,20120930,Zambia,Kwacha,Zambia,894,7.597593211,2012
7652,12/31/12,5185.0,20121231,Zambia,Kwacha,Zambia,894,7.597593211,2012
7653,3/31/12,1.0,20120331,Zimbabwe,Dollar,Zimbabwe,716,15.74487708,2012
7654,3/31/12,1.0,20120331,Zimbabwe,RTGS,Zimbabwe,716,15.74487708,2012
7655,6/30/12,1.0,20120630,Zimbabwe,Dollar,Zimbabwe,716,15.74487708,2012
7656,6/30/12,1.0,20120630,Zimbabwe,RTGS,Zimbabwe,716,15.74487708,2012
7657,9/30/12,1.0,20120930,Zimbabwe,Dollar,Zimbabwe,716,15.74487708,2012
7658,9/30/12,1.0,20120930,Zimbabwe,RTGS,Zimbabwe,716,15.74487708,2012
7659,12/31/12,1.0,20121231,Zimbabwe,Dollar,Zimbabwe,716,15.74487708,2012
7660,12/31/12,1.0,20121231,Zimbabwe,RTGS,Zimbabwe,716,15.74487708,2012
7661,3/31/13,53.18,20130331,Afghanistan,Afghani,Afghanistan,4,5.600744658,2013
7662,6/30/13,56.0,20130630,Afghanistan,Afghani,Afghanistan,4,5.600744658,2013
7663,9/30/13,57.0,20130930,Afghanistan,Afghani,Afghanistan,4,5.600744658,2013
7664,12/31/13,56.0,20131231,Afghanistan,Afghani,Afghanistan,4,5.600744658,2013
7665,3/31/13,109.07,20130331,Albania,Lek,Albania,8,1.002017541,2013
7666,6/30/13,107.8,20130630,Albania,Lek,Albania,8,1.002017541,2013
7667,9/30/13,104.55,20130930,Albania,Lek,Albania,8,1.002017541,2013
7668,12/31/13,101.7,20131231,Albania,Lek,Albania,8,1.002017541,2013
7669,3/31/13,78.9,20130331,Algeria,Dinar,Algeria,12,2.8,2013
7670,6/30/13,79.58,20130630,Algeria,Dinar,Algeria,12,2.8,2013
7671,9/30/13,81.33,20130930,Algeria,Dinar,Algeria,12,2.8,2013
7672,12/31/13,78.025,20131231,Algeria,Dinar,Algeria,12,2.8,2013
7673,3/31/13,95.0,20130331,Angola,Kwanza,Angola,24,4.954613031,2013
7674,6/30/13,95.0,20130630,Angola,Kwanza,Angola,24,4.954613031,2013
7675,9/30/13,95.0,20130930,Angola,Kwanza,Angola,24,4.954613031,2013
7676,12/31/13,95.0,20131231,Angola,Kwanza,Angola,24,4.954613031,2013
7677,3/31/13,2.7,20130331,Antigua & Barbuda,E. Caribbean Dollar,Antigua & Barbuda,28,0.485932081,2013
7678,6/30/13,2.7,20130630,Antigua & Barbuda,E. Caribbean Dollar,Antigua & Barbuda,28,0.485932081,2013
7679,9/30/13,2.7,20130930,Antigua & Barbuda,E. Caribbean Dollar,Antigua & Barbuda,28,0.485932081,2013
7680,12/31/13,2.7,20131231,Antigua & Barbuda,E. Caribbean Dollar,Antigua & Barbuda,28,0.485932081,2013
7681,3/31/13,5.12,20130331,Argentina,Peso,Argentina,32,2.405323781,2013
7682,6/30/13,5.38,20130630,Argentina,Peso,Argentina,32,2.405323781,2013
7683,9/30/13,5.79,20130930,Argentina,Peso,Argentina,32,2.405323781,2013
7684,12/31/13,6.518,20131231,Argentina,Peso,Argentina,32,2.405323781,2013
7685,3/31/13,415.0,20130331,Armenia,Dram,Armenia,51,3.3,2013
7686,6/30/13,410.0,20130630,Armenia,Dram,Armenia,51,3.3,2013
7687,9/30/13,410.0,20130930,Armenia,Dram,Armenia,51,3.3,2013
7688,12/31/13,404.0,20131231,Armenia,Dram,Armenia,51,3.3,2013
7689,3/31/13,0.96,20130331,Australia,Dollar,Australia,36,2.606198447,2013
7690,6/30/13,1.08,20130630,Australia,Dollar,Australia,36,2.606198447,2013
7691,9/30/13,1.07,20130930,Australia,Dollar,Australia,36,2.606198447,2013
7692,12/31/13,1.12,20131231,Australia,Dollar,Australia,36,2.606198447,2013
7693,3/31/13,0.78,20130331,Austria,Euro,Austria,40,0.025504712,2013
7694,6/30/13,0.77,20130630,Austria,Euro,Austria,40,0.025504712,2013
7695,9/30/13,0.74,20130930,Austria,Euro,Austria,40,0.025504712,2013
7696,12/31/13,0.726,20131231,Austria,Euro,Austria,40,0.025504712,2013
7697,3/31/13,1.0,20130331,Bahamas,Dollar,Bahamas,44,-2.862505478,2013
7698,6/30/13,1.0,20130630,Bahamas,Dollar,Bahamas,44,-2.862505478,2013
7699,9/30/13,1.0,20130930,Bahamas,Dollar,Bahamas,44,-2.862505478,2013
7700,12/31/13,1.0,20131231,Bahamas,Dollar,Bahamas,44,-2.862505478,2013
7701,3/31/13,0.38,20130331,Bahrain,Dinar,Bahrain,48,5.41683981,2013
7702,6/30/13,0.38,20130630,Bahrain,Dinar,Bahrain,48,5.41683981,2013
7703,9/30/13,0.38,20130930,Bahrain,Dinar,Bahrain,48,5.41683981,2013
7704,12/31/13,0.377,20131231,Bahrain,Dinar,Bahrain,48,5.41683981,2013
7705,3/31/13,80.0,20130331,Bangladesh,Taka,Bangladesh,50,6.013605658,2013
