	Record Date	Exchange Rate	Effective Date	Country	Currency	Country Name	Country Code	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
11305	12/31/01	2.184	20011231	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
11135	3/31/02	2.246	20020331	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
10994	6/30/02	2.094	20020630	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
10843	9/30/02	1.988	20020930	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
10801	12/31/02	1.874	20021231	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
10544	3/31/03	1.809	20030331	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
10391	6/30/03	1.645	20030630	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
10238	9/30/03	1.669	20030930	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
10085	12/31/03	1.577	20031231	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
9932	3/31/04	1.589	20040331	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
9779	6/30/04	1.594	20040630	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
9617	9/30/04	1.605	20040930	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
9453	12/31/04	1.473	20041231	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
9288	3/31/05	1.474	20050331	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
9121	6/30/05	1.585	20050630	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
8957	9/30/05	1.594	20050930	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
8788	12/31/05	1.657	20051231	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
8619	3/31/06	1.646	20060331	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
8449	6/30/06	1.522	20060630	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
8283	9/30/06	1.53	20060930	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
8111	12/31/06	1.486	20061231	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
7938	3/31/07	1.454	20070331	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
7769	6/30/07	1.454	20070630	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
7598	9/30/07	1.433	20070930	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
7427	12/31/07	1.331	20071231	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
7261	3/31/08	1.289	20080331	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
7102	6/30/08	1.387	20080630	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
6947	9/30/08	1.517	20080930	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
6788	12/31/08	1.43	20081231	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
6634	3/31/09	1.386	20090331	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
6479	6/30/09	1.389	20090630	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
6328	9/30/09	1.362	20090930	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
6173	12/31/09	1.358	20091231	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
6018	3/31/10	1.594	20100331	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
5864	6/30/10	1.591	20100630	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
5708	9/30/10	1.542	20100930	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
5550	12/31/10	1.5	20101231	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
5393	3/31/11	1.41	20110331	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
5234	6/30/11	1.35	20110630	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
5076	9/30/11	1.447	20110930	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
4919	12/31/11	1.496	20111231	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
4759	3/31/12	1.465	20120331	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
4600	6/30/12	1.58	20120630	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
4440	9/30/12	1.511	20120930	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
4280	12/31/12	1.484	20121231	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
4119	3/31/13	1.53	20130331	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
3958	6/30/13	1.5	20130630	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
3797	9/30/13	1.45	20130930	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
3636	12/31/13	1.421	20131231	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
3475	3/31/14	1.42	20140331	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
3314	6/30/14	1.432	20140630	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
3153	9/30/14	1.55	20140930	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
2992	12/31/14	1.609	20141231	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
2878	12/31/19	1.741	20191231	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
2675	3/31/20	1.787	20200331	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
2418	6/30/20	1.747	20200630	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
2385	9/30/20	1.67	20200930	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
2167	12/31/20	1.594	20201231	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
1976	3/31/21	1.667	20210331	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
1793	6/30/21	1.646	20210630	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
1714	9/30/21	1.69	20210930	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
1449	12/31/21	1.724	20211231	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
1303	3/31/22	1.761	20220331	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
1141	6/30/22	1.881	20220630	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
986	9/30/22	2.006	20220930	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
821	12/31/22	1.83	20221231	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
662	3/31/23	1.798	20230331	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
496	6/30/23	1.8	20230630	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
335	9/30/23	1.846	20230930	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
177	12/31/23	1.769	20231231	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
21	3/31/24	1.813	20240331	Bulgaria	Lev New	Bulgaria	BGR	3.823703965	5.87192961	5.237154253	6.510425672	7.056349601	6.802589602	6.654387625	6.129558762	-3.347142263	1.555359513	2.090175696	0.748814803	-0.542751313	0.949448521	3.397553876	3.026628392	2.745927259	2.694906553	4.035188947	-3.966156136	7.661748074	3.926432221	0.0
11788	3/31/01	710.53	20010331	Burkina Faso	CFA Franc	Burkina Faso	BFA	6.613405745	4.35296383	7.802493889	4.478452137	8.661873228	6.253164688	4.111379018	5.799991741	2.961950859	8.446281577	6.622562613	6.45267238	5.792584845	4.326845615	3.921228794	5.957976708	6.203489411	6.604569068	5.486455427	1.92199069	6.937860517	1.780492183	0.0
11695	6/30/01	774.9	20010630	Burkina Faso	CFA Franc	Burkina Faso	BFA	6.613405745	4.35296383	7.802493889	4.478452137	8.661873228	6.253164688	4.111379018	5.799991741	2.961950859	8.446281577	6.622562613	6.45267238	5.792584845	4.326845615	3.921228794	5.957976708	6.203489411	6.604569068	5.486455427	1.92199069	6.937860517	1.780492183	0.0
11467	9/30/01	721.7	20010930	Burkina Faso	CFA Franc	Burkina Faso	BFA	6.613405745	4.35296383	7.802493889	4.478452137	8.661873228	6.253164688	4.111379018	5.799991741	2.961950859	8.446281577	6.622562613	6.45267238	5.792584845	4.326845615	3.921228794	5.957976708	6.203489411	6.604569068	5.486455427	1.92199069	6.937860517	1.780492183	0.0
11306	12/31/01	736.12	20011231	Burkina Faso	CFA Franc	Burkina Faso	BFA	6.613405745	4.35296383	7.802493889	4.478452137	8.661873228	6.253164688	4.111379018	5.799991741	2.961950859	8.446281577	6.622562613	6.45267238	5.792584845	4.326845615	3.921228794	5.957976708	6.203489411	6.604569068	5.486455427	1.92199069	6.937860517	1.780492183	0.0
11136	3/31/02	756.23	20020331	Burkina Faso	CFA Franc	Burkina Faso	BFA	6.613405745	4.35296383	7.802493889	4.478452137	8.661873228	6.253164688	4.111379018	5.799991741	2.961950859	8.446281577	6.622562613	6.45267238	5.792584845	4.326845615	3.921228794	5.957976708	6.203489411	6.604569068	5.486455427	1.92199069	6.937860517	1.780492183	0.0
10995	6/30/02	703.42	20020630	Burkina Faso	CFA Franc	Burkina Faso	BFA	6.613405745	4.35296383	7.802493889	4.478452137	8.661873228	6.253164688	4.111379018	5.799991741	2.961950859	8.446281577	6.622562613	6.45267238	5.792584845	4.326845615	3.921228794	5.957976708	6.203489411	6.604569068	5.486455427	1.92199069	6.937860517	1.780492183	0.0
