Record Date,Exchange Rate,Effective Date,Country,Currency,Country Name,Country Code,GDPGrowth,Year
12/31/05,1229.0,20051231,Mongolia,Tugrik,Mongolia,MNG,7.253665438,2005
3/31/05,8.502,20050331,Morocco,Dirham,Morocco,MAR,3.19224973,2005
6/30/05,8.871,20050630,Morocco,Dirham,Morocco,MAR,3.19224973,2005
9/30/05,9.036,20050930,Morocco,Dirham,Morocco,MAR,3.19224973,2005
12/31/05,9.253,20051231,Morocco,Dirham,Morocco,MAR,3.19224973,2005
3/31/05,20885.0,20050331,Mozambique,Meticais,Mozambique,MOZ,6.31202378,2005
6/30/05,23527.0,20050630,Mozambique,Meticais,Mozambique,MOZ,6.31202378,2005
9/30/05,24291.0,20050930,Mozambique,Meticais,Mozambique,MOZ,6.31202378,2005
12/31/05,26836.0,20051231,Mozambique,Meticais,Mozambique,MOZ,6.31202378,2005
3/31/05,70.7,20050331,Nepal,Rupee,Nepal,NPL,3.479181048,2005
6/30/05,70.05,20050630,Nepal,Rupee,Nepal,NPL,3.479181048,2005
9/30/05,70.8,20050930,Nepal,Rupee,Nepal,NPL,3.479181048,2005
12/31/05,72.9,20051231,Nepal,Rupee,Nepal,NPL,3.479181048,2005
3/31/05,0.754,20050331,Netherlands,Guilder,Netherlands,NLD,2.050876108,2005
6/30/05,0.81,20050630,Netherlands,Guilder,Netherlands,NLD,2.050876108,2005
9/30/05,0.81,20050930,Netherlands,Guilder,Netherlands,NLD,2.050876108,2005
12/31/05,0.81,20051231,Netherlands,Guilder,Netherlands,NLD,2.050876108,2005
3/31/05,1.371,20050331,New Zealand,Dollar,New Zealand,NZL,3.353315797,2005
6/30/05,1.417,20050630,New Zealand,Dollar,New Zealand,NZL,3.353315797,2005
9/30/05,1.444,20050930,New Zealand,Dollar,New Zealand,NZL,3.353315797,2005
12/31/05,1.465,20051231,New Zealand,Dollar,New Zealand,NZL,3.353315797,2005
3/31/05,16.24,20050331,Nicaragua,Cordoba,Nicaragua,NIC,4.282398363,2005
6/30/05,16.33,20050630,Nicaragua,Cordoba,Nicaragua,NIC,4.282398363,2005
9/30/05,16.37,20050930,Nicaragua,Cordoba,Nicaragua,NIC,4.282398363,2005
12/31/05,17.12,20051231,Nicaragua,Cordoba,Nicaragua,NIC,4.282398363,2005
3/31/05,493.65,20050331,Niger,CFA Franc,Niger,NER,7.331868843,2005
6/30/05,530.65,20050630,Niger,CFA Franc,Niger,NER,7.331868843,2005
9/30/05,534.08,20050930,Niger,CFA Franc,Niger,NER,7.331868843,2005
12/31/05,555.04,20051231,Niger,CFA Franc,Niger,NER,7.331868843,2005
3/31/05,130.0,20050331,Nigeria,Naira,Nigeria,NGA,6.438516525,2005
6/30/05,130.25,20050630,Nigeria,Naira,Nigeria,NGA,6.438516525,2005
9/30/05,130.25,20050930,Nigeria,Naira,Nigeria,NGA,6.438516525,2005
12/31/05,130.2,20051231,Nigeria,Naira,Nigeria,NGA,6.438516525,2005
3/31/05,6.191,20050331,Norway,Krone,Norway,NOR,2.685122891,2005
6/30/05,6.436,20050630,Norway,Krone,Norway,NOR,2.685122891,2005
9/30/05,6.404,20050930,Norway,Krone,Norway,NOR,2.685122891,2005
12/31/05,6.757,20051231,Norway,Krone,Norway,NOR,2.685122891,2005
3/31/05,0.385,20050331,Oman,Rial,Oman,OMN,2.490221143,2005
6/30/05,0.385,20050630,Oman,Rial,Oman,OMN,2.490221143,2005
9/30/05,0.385,20050930,Oman,Rial,Oman,OMN,2.490221143,2005
12/31/05,0.385,20051231,Oman,Rial,Oman,OMN,2.490221143,2005
3/31/05,59.31,20050331,Pakistan,Rupee,Pakistan,PAK,7.276574436,2005
6/30/05,59.2,20050630,Pakistan,Rupee,Pakistan,PAK,7.276574436,2005
9/30/05,59.53,20050930,Pakistan,Rupee,Pakistan,PAK,7.276574436,2005
12/31/05,59.72,20051231,Pakistan,Rupee,Pakistan,PAK,7.276574436,2005
3/31/05,1.0,20050331,Panama,Balboa,Panama,PAN,7.191279345,2005
6/30/05,1.0,20050630,Panama,Balboa,Panama,PAN,7.191279345,2005
9/30/05,1.0,20050930,Panama,Balboa,Panama,PAN,7.191279345,2005
12/31/05,1.0,20051231,Panama,Balboa,Panama,PAN,7.191279345,2005
3/31/05,2.998,20050331,Papua New Guinea,Kina,Papua New Guinea,PNG,6.344795923,2005
6/30/05,2.966,20050630,Papua New Guinea,Kina,Papua New Guinea,PNG,6.344795923,2005
9/30/05,2.931,20050930,Papua New Guinea,Kina,Papua New Guinea,PNG,6.344795923,2005
12/31/05,2.921,20051231,Papua New Guinea,Kina,Papua New Guinea,PNG,6.344795923,2005
3/31/05,6250.0,20050331,Paraguay,Guarani,Paraguay,PRY,2.133490665,2005
6/30/05,6220.0,20050630,Paraguay,Guarani,Paraguay,PRY,2.133490665,2005
9/30/05,6050.0,20050930,Paraguay,Guarani,Paraguay,PRY,2.133490665,2005
12/31/05,6050.0,20051231,Paraguay,Guarani,Paraguay,PRY,2.133490665,2005
3/31/05,3.26,20050331,Peru,Sol,Peru,PER,6.285060325,2005
6/30/05,3.25,20050630,Peru,Sol,Peru,PER,6.285060325,2005
9/30/05,3.27,20050930,Peru,Sol,Peru,PER,6.285060325,2005
12/31/05,3.43,20051231,Peru,Sol,Peru,PER,6.285060325,2005
3/31/05,54.6,20050331,Philippines,Peso,Philippines,PHL,4.942505119,2005
6/30/05,54.35,20050630,Philippines,Peso,Philippines,PHL,4.942505119,2005
9/30/05,56.17,20050930,Philippines,Peso,Philippines,PHL,4.942505119,2005
12/31/05,52.99,20051231,Philippines,Peso,Philippines,PHL,4.942505119,2005
3/31/05,3.24,20050331,Poland,Zloty,Poland,POL,3.506834614,2005
6/30/05,3.367,20050630,Poland,Zloty,Poland,POL,3.506834614,2005
9/30/05,3.28,20050930,Poland,Zloty,Poland,POL,3.506834614,2005
12/31/05,3.253,20051231,Poland,Zloty,Poland,POL,3.506834614,2005
3/31/05,0.754,20050331,Portugal,Escudo,Portugal,PRT,0.781848216,2005
3/31/05,0.754,20050331,Portugal,Euro,Portugal,PRT,0.781848216,2005
6/30/05,0.81,20050630,Portugal,Escudo,Portugal,PRT,0.781848216,2005
6/30/05,0.81,20050630,Portugal,Euro,Portugal,PRT,0.781848216,2005
9/30/05,174.51,20050930,Portugal,Escudo,Portugal,PRT,0.781848216,2005
9/30/05,0.815,20050930,Portugal,Euro,Portugal,PRT,0.781848216,2005
12/31/05,174.51,20051231,Portugal,Escudo,Portugal,PRT,0.781848216,2005
12/31/05,0.847,20051231,Portugal,Euro,Portugal,PRT,0.781848216,2005
3/31/05,3.638,20050331,Qatar,Riyal,Qatar,QAT,7.492758483,2005
6/30/05,3.638,20050630,Qatar,Riyal,Qatar,QAT,7.492758483,2005
9/30/05,3.64,20050930,Qatar,Riyal,Qatar,QAT,7.492758483,2005
12/31/05,3.64,20051231,Qatar,Riyal,Qatar,QAT,7.492758483,2005
3/31/05,47.7,20050331,Rep. of N Macedonia,Dinar,Rep. of N Macedonia,MKD,4.724088642,2005
6/30/05,48.0,20050630,Rep. of N Macedonia,Dinar,Rep. of N Macedonia,MKD,4.724088642,2005
9/30/05,50.3,20050930,Rep. of N Macedonia,Dinar,Rep. of N Macedonia,MKD,4.724088642,2005
12/31/05,51.9,20051231,Rep. of N Macedonia,Dinar,Rep. of N Macedonia,MKD,4.724088642,2005
3/31/05,27349.0,20050331,Romania,Third Leu,Romania,ROU,4.668148051,2005
6/30/05,29310.0,20050630,Romania,Third Leu,Romania,ROU,4.668148051,2005
9/30/05,2.954,20050930,Romania,New Leu,Romania,ROU,4.668148051,2005
9/30/05,28560.0,20050930,Romania,Third Leu,Romania,ROU,4.668148051,2005
12/31/05,3.117,20051231,Romania,New Leu,Romania,ROU,4.668148051,2005
12/31/05,29766.0,20051231,Romania,Third Leu,Romania,ROU,4.668148051,2005
3/31/05,27.67,20050331,Russia,Ruble,Russia,RUS,6.399965448,2005
6/30/05,28.236,20050630,Russia,Ruble,Russia,RUS,6.399965448,2005
9/30/05,28.562,20050930,Russia,Ruble,Russia,RUS,6.399965448,2005
12/31/05,28.739,20051231,Russia,Ruble,Russia,RUS,6.399965448,2005
3/31/05,564.12,20050331,Rwanda,Franc,Rwanda,RWA,9.377898103,2005
6/30/05,559.74,20050630,Rwanda,Franc,Rwanda,RWA,9.377898103,2005
9/30/05,557.598,20050930,Rwanda,Franc,Rwanda,RWA,9.377898103,2005
12/31/05,553.12,20051231,Rwanda,Franc,Rwanda,RWA,9.377898103,2005
3/31/05,3.75,20050331,Saudi Arabia,Riyal,Saudi Arabia,SAU,5.573850122,2005
6/30/05,3.75,20050630,Saudi Arabia,Riyal,Saudi Arabia,SAU,5.573850122,2005
9/30/05,3.75,20050930,Saudi Arabia,Riyal,Saudi Arabia,SAU,5.573850122,2005
12/31/05,3.75,20051231,Saudi Arabia,Riyal,Saudi Arabia,SAU,5.573850122,2005
3/31/05,493.65,20050331,Senegal,CFA Franc,Senegal,SEN,4.310238526,2005
6/30/05,530.65,20050630,Senegal,CFA Franc,Senegal,SEN,4.310238526,2005
9/30/05,534.08,20050930,Senegal,CFA Franc,Senegal,SEN,4.310238526,2005
12/31/05,555.04,20051231,Senegal,CFA Franc,Senegal,SEN,4.310238526,2005
3/31/05,61.04,20050331,Serbia,Dinar,Serbia,SRB,5.530347121,2005
6/30/05,65.54,20050630,Serbia,Dinar,Serbia,SRB,5.530347121,2005
9/30/05,69.1,20050930,Serbia,Dinar,Serbia,SRB,5.530347121,2005
12/31/05,71.92,20051231,Serbia,Dinar,Serbia,SRB,5.530347121,2005
3/31/05,5.198,20050331,Seychelles,Rupee,Seychelles,SYC,9.005761737,2005
6/30/05,5.198,20050630,Seychelles,Rupee,Seychelles,SYC,9.005761737,2005
9/30/05,5.198,20050930,Seychelles,Rupee,Seychelles,SYC,9.005761737,2005
12/31/05,5.198,20051231,Seychelles,Rupee,Seychelles,SYC,9.005761737,2005
3/31/05,2850.0,20050331,Sierra Leone,Leone,Sierra Leone,SLE,4.35349995,2005
6/30/05,2877.0,20050630,Sierra Leone,Leone,Sierra Leone,SLE,4.35349995,2005
9/30/05,2905.0,20050930,Sierra Leone,Leone,Sierra Leone,SLE,4.35349995,2005
12/31/05,2930.0,20051231,Sierra Leone,Leone,Sierra Leone,SLE,4.35349995,2005
3/31/05,1.624,20050331,Singapore,Dollar,Singapore,SGP,7.366322393,2005
6/30/05,1.664,20050630,Singapore,Dollar,Singapore,SGP,7.366322393,2005
9/30/05,1.684,20050930,Singapore,Dollar,Singapore,SGP,7.366322393,2005
12/31/05,1.663,20051231,Singapore,Dollar,Singapore,SGP,7.366322393,2005
3/31/05,180.55,20050331,Slovenia,Tolars,Slovenia,SVN,3.797972642,2005
6/30/05,194.01,20050630,Slovenia,Tolars,Slovenia,SVN,3.797972642,2005
9/30/05,195.39,20050930,Slovenia,Tolars,Slovenia,SVN,3.797972642,2005
12/31/05,202.8,20051231,Slovenia,Tolars,Slovenia,SVN,3.797972642,2005
3/31/05,7.143,20050331,Solomon Islands,Dollar,Solomon Islands,SLB,7.357841934,2005
6/30/05,7.092,20050630,Solomon Islands,Dollar,Solomon Islands,SLB,7.357841934,2005
9/30/05,6.757,20050930,Solomon Islands,Dollar,Solomon Islands,SLB,7.357841934,2005
12/31/05,6.993,20051231,Solomon Islands,Dollar,Solomon Islands,SLB,7.357841934,2005
3/31/05,5.77,20050331,South Africa,Rand,South Africa,ZAF,5.277051973,2005
6/30/05,6.74,20050630,South Africa,Rand,South Africa,ZAF,5.277051973,2005
9/30/05,6.44,20050930,South Africa,Rand,South Africa,ZAF,5.277051973,2005
12/31/05,6.335,20051231,South Africa,Rand,South Africa,ZAF,5.277051973,2005
3/31/05,0.754,20050331,Spain,Euro,Spain,ESP,3.652084192,2005
3/31/05,0.754,20050331,Spain,Peseta,Spain,ESP,3.652084192,2005
6/30/05,0.81,20050630,Spain,Euro,Spain,ESP,3.652084192,2005
6/30/05,0.81,20050630,Spain,Peseta,Spain,ESP,3.652084192,2005
9/30/05,0.815,20050930,Spain,Euro,Spain,ESP,3.652084192,2005
9/30/05,144.72,20050930,Spain,Peseta,Spain,ESP,3.652084192,2005
12/31/05,0.847,20051231,Spain,Euro,Spain,ESP,3.652084192,2005
12/31/05,144.72,20051231,Spain,Peseta,Spain,ESP,3.652084192,2005
3/31/05,99.45,20050331,Sri Lanka,Rupee,Sri Lanka,LKA,6.241748044,2005
6/30/05,99.9,20050630,Sri Lanka,Rupee,Sri Lanka,LKA,6.241748044,2005
9/30/05,101.2,20050930,Sri Lanka,Rupee,Sri Lanka,LKA,6.241748044,2005
12/31/05,102.01,20051231,Sri Lanka,Rupee,Sri Lanka,LKA,6.241748044,2005
3/31/05,2.7,20050331,St. Lucia,E. Caribbean Dollar,St. Lucia,LCA,-0.410304726,2005
6/30/05,2.7,20050630,St. Lucia,E. Caribbean Dollar,St. Lucia,LCA,-0.410304726,2005
9/30/05,2.7,20050930,St. Lucia,E. Caribbean Dollar,St. Lucia,LCA,-0.410304726,2005
12/31/05,2.7,20051231,St. Lucia,E. Caribbean Dollar,St. Lucia,LCA,-0.410304726,2005
3/31/05,255.0,20050331,Sudan,Dinar,Sudan,SDN,5.643515513,2005
6/30/05,250.0,20050630,Sudan,Dinar,Sudan,SDN,5.643515513,2005
9/30/05,250.0,20050930,Sudan,Dinar,Sudan,SDN,5.643515513,2005
12/31/05,230.0,20051231,Sudan,Dinar,Sudan,SDN,5.643515513,2005
3/31/05,2.8,20050331,Suriname,Guilder,Suriname,SUR,4.500000211,2005
6/30/05,2.8,20050630,Suriname,Guilder,Suriname,SUR,4.500000211,2005
9/30/05,2.9,20050930,Suriname,Guilder,Suriname,SUR,4.500000211,2005
12/31/05,2.9,20051231,Suriname,Guilder,Suriname,SUR,4.500000211,2005
3/31/05,6.823,20050331,Sweden,Krona,Sweden,SWE,2.85880324,2005
6/30/05,7.42,20050630,Sweden,Krona,Sweden,SWE,2.85880324,2005
9/30/05,7.6,20050930,Sweden,Krona,Sweden,SWE,2.85880324,2005
12/31/05,7.948,20051231,Sweden,Krona,Sweden,SWE,2.85880324,2005
3/31/05,1.158,20050331,Switzerland,Franc,Switzerland,CHE,2.749698985,2005
6/30/05,1.245,20050630,Switzerland,Franc,Switzerland,CHE,2.749698985,2005
9/30/05,1.261,20050930,Switzerland,Franc,Switzerland,CHE,2.749698985,2005
12/31/05,1.317,20051231,Switzerland,Franc,Switzerland,CHE,2.749698985,2005
3/31/05,52.25,20050331,Syria,Pound,Syria,SYR,6.215077835,2005
6/30/05,53.1,20050630,Syria,Pound,Syria,SYR,6.215077835,2005
9/30/05,53.9,20050930,Syria,Pound,Syria,SYR,6.215077835,2005
12/31/05,55.0,20051231,Syria,Pound,Syria,SYR,6.215077835,2005
3/31/05,3.05,20050331,Tajikistan,Somoni,Tajikistan,TJK,6.699998517,2005
6/30/05,3.07,20050630,Tajikistan,Somoni,Tajikistan,TJK,6.699998517,2005
9/30/05,3.17,20050930,Tajikistan,Somoni,Tajikistan,TJK,6.699998517,2005
12/31/05,3.2,20051231,Tajikistan,Somoni,Tajikistan,TJK,6.699998517,2005
3/31/05,1103.0,20050331,Tanzania,Shilling,Tanzania,TZA,7.47631926,2005
6/30/05,1120.0,20050630,Tanzania,Shilling,Tanzania,TZA,7.47631926,2005
9/30/05,1131.0,20050930,Tanzania,Shilling,Tanzania,TZA,7.47631926,2005
12/31/05,1145.0,20051231,Tanzania,Shilling,Tanzania,TZA,7.47631926,2005
3/31/05,38.26,20050331,Thailand,Baht,Thailand,THA,4.187638429,2005
6/30/05,40.595,20050630,Thailand,Baht,Thailand,THA,4.187638429,2005
9/30/05,41.32,20050930,Thailand,Baht,Thailand,THA,4.187638429,2005
12/31/05,41.0,20051231,Thailand,Baht,Thailand,THA,4.187638429,2005
3/31/05,493.65,20050331,Togo,CFA Franc,Togo,TGO,-4.666299382,2005
6/30/05,530.65,20050630,Togo,CFA Franc,Togo,TGO,-4.666299382,2005
9/30/05,534.08,20050930,Togo,CFA Franc,Togo,TGO,-4.666299382,2005
12/31/05,555.04,20051231,Togo,CFA Franc,Togo,TGO,-4.666299382,2005
3/31/05,1.876,20050331,Tonga,Pa'anga,Tonga,TON,0.081033894,2005
6/30/05,1.892,20050630,Tonga,Pa'anga,Tonga,TON,0.081033894,2005
9/30/05,1.938,20050930,Tonga,Pa'anga,Tonga,TON,0.081033894,2005
12/31/05,2.045,20051231,Tonga,Pa'anga,Tonga,TON,0.081033894,2005
3/31/05,6.244,20050331,Trinidad & Tobago,Dollar,Trinidad & Tobago,TTO,6.20893788,2005
6/30/05,6.194,20050630,Trinidad & Tobago,Dollar,Trinidad & Tobago,TTO,6.20893788,2005
9/30/05,6.227,20050930,Trinidad & Tobago,Dollar,Trinidad & Tobago,TTO,6.20893788,2005
12/31/05,6.247,20051231,Trinidad & Tobago,Dollar,Trinidad & Tobago,TTO,6.20893788,2005
3/31/05,1.223,20050331,Tunisia,Dinar,Tunisia,TUN,3.486545543,2005
6/30/05,1.292,20050630,Tunisia,Dinar,Tunisia,TUN,3.486545543,2005
9/30/05,1.317,20050930,Tunisia,Dinar,Tunisia,TUN,3.486545543,2005
12/31/05,1.359,20051231,Tunisia,Dinar,Tunisia,TUN,3.486545543,2005
3/31/05,1276000.0,20050331,Turkey,Lira,Turkey,TUR,8.992304936,2005
3/31/05,1.36,20050331,Turkey,New Lira,Turkey,TUR,8.992304936,2005
6/30/05,1362000.0,20050630,Turkey,Lira,Turkey,TUR,8.992304936,2005
6/30/05,1.362,20050630,Turkey,New Lira,Turkey,TUR,8.992304936,2005
9/30/05,1341000.0,20050930,Turkey,Lira,Turkey,TUR,8.992304936,2005
9/30/05,1.347,20050930,Turkey,New Lira,Turkey,TUR,8.992304936,2005
12/31/05,1345000.0,20051231,Turkey,Lira,Turkey,TUR,8.992304936,2005
12/31/05,1.35,20051231,Turkey,New Lira,Turkey,TUR,8.992304936,2005
3/31/05,5148.0,20050331,Turkmenistan,Manat,Turkmenistan,TKM,13.03403487,2005
6/30/05,5200.0,20050630,Turkmenistan,Manat,Turkmenistan,TKM,13.03403487,2005
9/30/05,5200.0,20050930,Turkmenistan,Manat,Turkmenistan,TKM,13.03403487,2005
12/31/05,5200.0,20051231,Turkmenistan,Manat,Turkmenistan,TKM,13.03403487,2005
3/31/05,1685.0,20050331,Uganda,Shilling,Uganda,UGA,6.332565116,2005
6/30/05,1744.0,20050630,Uganda,Shilling,Uganda,UGA,6.332565116,2005
9/30/05,1820.0,20050930,Uganda,Shilling,Uganda,UGA,6.332565116,2005
12/31/05,1812.0,20051231,Uganda,Shilling,Uganda,UGA,6.332565116,2005
3/31/05,5.28,20050331,Ukraine,Hryvnia,Ukraine,UKR,3.071230392,2005
6/30/05,5.032,20050630,Ukraine,Hryvnia,Ukraine,UKR,3.071230392,2005
9/30/05,4.948,20050930,Ukraine,Hryvnia,Ukraine,UKR,3.071230392,2005
12/31/05,5.01,20051231,Ukraine,Hryvnia,Ukraine,UKR,3.071230392,2005
3/31/05,3.673,20050331,United Arab Emirates,Dirham,United Arab Emirates,ARE,4.855141196,2005
6/30/05,3.673,20050630,United Arab Emirates,Dirham,United Arab Emirates,ARE,4.855141196,2005
9/30/05,3.672,20050930,United Arab Emirates,Dirham,United Arab Emirates,ARE,4.855141196,2005
12/31/05,3.673,20051231,United Arab Emirates,Dirham,United Arab Emirates,ARE,4.855141196,2005
3/31/05,0.519,20050331,United Kingdom,Pound,United Kingdom,GBR,2.738842404,2005
6/30/05,0.548,20050630,United Kingdom,Pound,United Kingdom,GBR,2.738842404,2005
9/30/05,0.557,20050930,United Kingdom,Pound,United Kingdom,GBR,2.738842404,2005
12/31/05,0.582,20051231,United Kingdom,Pound,United Kingdom,GBR,2.738842404,2005
3/31/05,25.3,20050331,Uruguay,Peso,Uruguay,URY,7.46013213,2005
6/30/05,24.15,20050630,Uruguay,Peso,Uruguay,URY,7.46013213,2005
9/30/05,24.2,20050930,Uruguay,Peso,Uruguay,URY,7.46013213,2005
12/31/05,23.5,20051231,Uruguay,Peso,Uruguay,URY,7.46013213,2005
3/31/05,1068.0,20050331,Uzbekistan,Som,Uzbekistan,UZB,6.950007196,2005
6/30/05,1102.0,20050630,Uzbekistan,Som,Uzbekistan,UZB,6.950007196,2005
9/30/05,1127.0,20050930,Uzbekistan,Som,Uzbekistan,UZB,6.950007196,2005
12/31/05,1145.0,20051231,Uzbekistan,Som,Uzbekistan,UZB,6.950007196,2005
3/31/05,106.23,20050331,Vanuatu,Vatu,Vanuatu,VUT,5.305326473,2005
6/30/05,108.4,20050630,Vanuatu,Vatu,Vanuatu,VUT,5.305326473,2005
9/30/05,109.95,20050930,Vanuatu,Vatu,Vanuatu,VUT,5.305326473,2005
12/31/05,111.05,20051231,Vanuatu,Vatu,Vanuatu,VUT,5.305326473,2005
3/31/05,2150.0,20050331,Venezuela,Soberano (OLD),Venezuela,VEN,10.3179138,2005
6/30/05,2150.0,20050630,Venezuela,Soberano (OLD),Venezuela,VEN,10.3179138,2005
9/30/05,2150.0,20050930,Venezuela,Soberano (OLD),Venezuela,VEN,10.3179138,2005
12/31/05,2150.0,20051231,Venezuela,Soberano (OLD),Venezuela,VEN,10.3179138,2005
3/31/05,15798.0,20050331,Vietnam,Dong,Vietnam,VNM,7.547247729,2005
6/30/05,15850.0,20050630,Vietnam,Dong,Vietnam,VNM,7.547247729,2005
9/30/05,15867.0,20050930,Vietnam,Dong,Vietnam,VNM,7.547247729,2005
12/31/05,15913.0,20051231,Vietnam,Dong,Vietnam,VNM,7.547247729,2005
3/31/05,4600.0,20050331,Zambia,Kwacha,Zambia,ZMB,7.235599007,2005
6/30/05,4575.0,20050630,Zambia,Kwacha,Zambia,ZMB,7.235599007,2005
9/30/05,4220.0,20050930,Zambia,Kwacha,Zambia,ZMB,7.235599007,2005
12/31/05,3340.0,20051231,Zambia,Kwacha,Zambia,ZMB,7.235599007,2005
3/31/05,6472.0,20050331,Zimbabwe,Dollar,Zimbabwe,ZWE,-5.711083707,2005
6/30/05,9000.0,20050630,Zimbabwe,Dollar,Zimbabwe,ZWE,-5.711083707,2005
9/30/05,24150.0,20050930,Zimbabwe,Dollar,Zimbabwe,ZWE,-5.711083707,2005
12/31/05,108000.0,20051231,Zimbabwe,Dollar,Zimbabwe,ZWE,-5.711083707,2005
3/31/06,50.3,20060331,Afghanistan,Afghani,Afghanistan,AFG,5.357403251,2006
6/30/06,50.3,20060630,Afghanistan,Afghani,Afghanistan,AFG,5.357403251,2006
9/30/06,50.3,20060930,Afghanistan,Afghani,Afghanistan,AFG,5.357403251,2006
12/31/06,50.3,20061231,Afghanistan,Afghani,Afghanistan,AFG,5.357403251,2006
3/31/06,102.89,20060331,Albania,Lek,Albania,ALB,5.902659036,2006
6/30/06,95.62,20060630,Albania,Lek,Albania,ALB,5.902659036,2006
9/30/06,95.63,20060930,Albania,Lek,Albania,ALB,5.902659036,2006
12/31/06,93.45,20061231,Albania,Lek,Albania,ALB,5.902659036,2006
3/31/06,72.366,20060331,Algeria,Dinar,Algeria,DZA,1.700000006,2006
6/30/06,72.366,20060630,Algeria,Dinar,Algeria,DZA,1.700000006,2006
9/30/06,71.49,20060930,Algeria,Dinar,Algeria,DZA,1.700000006,2006
12/31/06,69.78,20061231,Algeria,Dinar,Algeria,DZA,1.700000006,2006
3/31/06,80.708,20060331,Angola,Kwanza,Angola,AGO,11.55,2006
6/30/06,80.097,20060630,Angola,Kwanza,Angola,AGO,11.55,2006
9/30/06,80.097,20060930,Angola,Kwanza,Angola,AGO,11.55,2006
12/31/06,80.097,20061231,Angola,Kwanza,Angola,AGO,11.55,2006
3/31/06,2.7,20060331,Antigua & Barbuda,E. Caribbean Dollar,Antigua & Barbuda,ATG,12.70814853,2006
6/30/06,2.7,20060630,Antigua & Barbuda,E. Caribbean Dollar,Antigua & Barbuda,ATG,12.70814853,2006
9/30/06,2.7,20060930,Antigua & Barbuda,E. Caribbean Dollar,Antigua & Barbuda,ATG,12.70814853,2006
12/31/06,2.7,20061231,Antigua & Barbuda,E. Caribbean Dollar,Antigua & Barbuda,ATG,12.70814853,2006
3/31/06,3.072,20060331,Argentina,Peso,Argentina,ARG,8.0471515,2006
6/30/06,3.082,20060630,Argentina,Peso,Argentina,ARG,8.0471515,2006
9/30/06,3.096,20060930,Argentina,Peso,Argentina,ARG,8.0471515,2006
12/31/06,3.058,20061231,Argentina,Peso,Argentina,ARG,8.0471515,2006
3/31/06,456.0,20060331,Armenia,Dram,Armenia,ARM,13.2,2006
6/30/06,427.0,20060630,Armenia,Dram,Armenia,ARM,13.2,2006
9/30/06,395.0,20060930,Armenia,Dram,Armenia,ARM,13.2,2006
12/31/06,362.0,20061231,Armenia,Dram,Armenia,ARM,13.2,2006
3/31/06,1.349,20060331,Australia,Dollar,Australia,AUS,2.755298243,2006
6/30/06,1.324,20060630,Australia,Dollar,Australia,AUS,2.755298243,2006
9/30/06,1.318,20060930,Australia,Dollar,Australia,AUS,2.755298243,2006
12/31/06,1.263,20061231,Australia,Dollar,Australia,AUS,2.755298243,2006
3/31/06,0.841,20060331,Austria,Euro,Austria,AUT,3.454041836,2006
3/31/06,11.964,20060331,Austria,Schilling,Austria,AUT,3.454041836,2006
6/30/06,0.778,20060630,Austria,Euro,Austria,AUT,3.454041836,2006
6/30/06,11.964,20060630,Austria,Schilling,Austria,AUT,3.454041836,2006
9/30/06,0.782,20060930,Austria,Euro,Austria,AUT,3.454041836,2006
9/30/06,11.964,20060930,Austria,Schilling,Austria,AUT,3.454041836,2006
12/31/06,0.759,20061231,Austria,Euro,Austria,AUT,3.454041836,2006
12/31/06,11.964,20061231,Austria,Schilling,Austria,AUT,3.454041836,2006
3/31/06,0.92,20060331,Azerbaijan,Manat,Azerbaijan,AZE,34.5,2006
6/30/06,0.92,20060630,Azerbaijan,Manat,Azerbaijan,AZE,34.5,2006
9/30/06,0.88,20060930,Azerbaijan,Manat,Azerbaijan,AZE,34.5,2006
12/31/06,0.88,20061231,Azerbaijan,Manat,Azerbaijan,AZE,34.5,2006
3/31/06,1.0,20060331,Bahamas,Dollar,Bahamas,BHS,2.516592217,2006
6/30/06,1.0,20060630,Bahamas,Dollar,Bahamas,BHS,2.516592217,2006
9/30/06,1.0,20060930,Bahamas,Dollar,Bahamas,BHS,2.516592217,2006
12/31/06,1.0,20061231,Bahamas,Dollar,Bahamas,BHS,2.516592217,2006
3/31/06,0.377,20060331,Bahrain,Dinar,Bahrain,BHR,6.467000122,2006
6/30/06,0.377,20060630,Bahrain,Dinar,Bahrain,BHR,6.467000122,2006
9/30/06,0.377,20060930,Bahrain,Dinar,Bahrain,BHR,6.467000122,2006
12/31/06,0.377,20061231,Bahrain,Dinar,Bahrain,BHR,6.467000122,2006
3/31/06,70.0,20060331,Bangladesh,Taka,Bangladesh,BGD,6.671904986,2006
6/30/06,69.0,20060630,Bangladesh,Taka,Bangladesh,BGD,6.671904986,2006
9/30/06,69.0,20060930,Bangladesh,Taka,Bangladesh,BGD,6.671904986,2006
12/31/06,69.0,20061231,Bangladesh,Taka,Bangladesh,BGD,6.671904986,2006
3/31/06,2.02,20060331,Barbados,Dollar,Barbados,BRB,6.045525552,2006
6/30/06,2.02,20060630,Barbados,Dollar,Barbados,BRB,6.045525552,2006
9/30/06,2.02,20060930,Barbados,Dollar,Barbados,BRB,6.045525552,2006
12/31/06,2.02,20061231,Barbados,Dollar,Barbados,BRB,6.045525552,2006
3/31/06,2144.0,20060331,Belarus,Ruble,Belarus,BLR,9.999994721,2006
6/30/06,2143.0,20060630,Belarus,Ruble,Belarus,BLR,9.999994721,2006
9/30/06,2136.0,20060930,Belarus,Ruble,Belarus,BLR,9.999994721,2006
